"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000125398",2236.15049629992,1.78299994038875,0.13551974139306,13.1567543005956,1.55628924361345e-39,3.2264244286347e-37
"ENSG00000130821",2039.53229541718,1.63617859847607,0.124679172254011,13.1231108524097,2.42761307872573e-39,4.97869508070277e-37
"ENSG00000114480",2278.56836639136,1.54710703572034,0.118227893038707,13.0858040007008,3.96937720386456e-39,8.05403525630944e-37
"ENSG00000173482",2927.11349005589,1.44690806314304,0.110680350664995,13.0728539840148,4.70659914646001e-39,9.4493647916244e-37
"ENSG00000144445",1166.81943056521,1.88171103971414,0.144562309528618,13.0166088647168,9.84467344081875e-39,1.955911005591e-36
"ENSG00000198888",84678.5982353648,-1.6424362929774,0.126344396456572,-12.9996765906587,1.22861756245068e-38,2.4158167802703e-36
"ENSG00000147852",646.682812858053,2.49319949967074,0.191824600116616,12.9972876166824,1.26759868911147e-38,2.46703161198195e-36
"ENSG00000144481",565.593081749947,2.7705983700422,0.213348267333903,12.9862707800014,1.46388058828667e-38,2.82026206670622e-36
"ENSG00000171617",1729.09534477396,1.80224775217195,0.139035612556679,12.9624901061751,1.99659273369919e-38,3.80810132098446e-36
"ENSG00000197747",4668.8092058178,2.43093523158751,0.18776345181303,12.9467966641781,2.44964331695583e-38,4.62594524597016e-36
"ENSG00000166165",10165.3329774265,1.41367140566526,0.10934873414045,12.9281003276134,3.12443566652305e-38,5.8423883791759e-36
"ENSG00000006007",3853.87843102175,1.91250436867472,0.148155540377497,12.9087603730627,4.01716002786063e-38,7.4387663312025e-36
"ENSG00000133639",1859.22726474272,1.94816987229094,0.151831630990498,12.8311199687558,1.09765867155201e-37,2.01304267716456e-35
"ENSG00000212907",36174.0779592108,-1.17866452975626,0.0922099233310423,-12.7824044004976,2.05613291999589e-37,3.73491649362683e-35
"ENSG00000225630",2555.11928042458,-1.85722004061199,0.145392457236062,-12.7738403760284,2.29543275352443e-37,4.13026310452561e-35
"ENSG00000198938",163664.895493207,-1.19481677171091,0.0943527747571719,-12.6632923598263,9.44533808923032e-37,1.68365358295224e-34
"ENSG00000227036",471.094720133235,2.77678026648848,0.221152912093567,12.555929018532,3.68826705296277e-36,6.51354791677398e-34
"ENSG00000134243",1421.75733731719,1.72040557102978,0.137514182271588,12.5107501103559,6.52055512767763e-36,1.14097750413023e-33
"ENSG00000107819",1751.73401748616,1.91870283907786,0.153869159717587,12.4697037573966,1.09231371939592e-35,1.89397268818531e-33
"ENSG00000101236",1135.25960748933,2.36717111093726,0.191188915101537,12.3813198567506,3.29872872637826e-35,5.6681669367759e-33
"ENSG00000196091",321.292780628522,2.95810366877671,0.239367358579141,12.3580077347876,4.40949877273951e-35,7.50914018682685e-33
"ENSG00000213694",492.729610965871,2.44611084068428,0.198131918927093,12.3458696303465,5.12771610930651e-35,8.65494950024806e-33
"ENSG00000078043",1728.47008169909,1.58916461454334,0.128889196147164,12.3296960648963,6.26827068770962e-35,1.04872567391829e-32
"ENSG00000171314",4648.60353303569,1.35494683474424,0.110386459416485,12.2745746344854,1.24041997808613e-34,2.05726349930754e-32
"ENSG00000074800",40719.9109049353,1.41064632655789,0.114979655620023,12.2686602160272,1.3344313631699e-34,2.19410425773616e-32
"ENSG00000141580",2539.46896203701,1.33666114051405,0.109419481468595,12.2159337859565,2.55550317082573e-34,4.1659070065948e-32
"ENSG00000136048",595.239102250621,2.01562500694696,0.166511781933201,12.1049993192407,9.93702038781586e-34,1.60617618522722e-31
"ENSG00000141179",1379.14306560377,1.55892755793064,0.12928369966058,12.0581911101201,1.75597270076336e-33,2.81442582534955e-31
"ENSG00000083444",8063.25683512781,1.32164172949475,0.11027364364333,11.9851098216132,4.25280367452903e-33,6.75947704035769e-31
"ENSG00000116016",1833.20091003354,1.82582790536591,0.153446071163342,11.8988247240448,1.20025570032714e-32,1.8919402456479e-30
"ENSG00000117318",980.436622935473,1.75210436542008,0.147298630308749,11.894912815873,1.25784306867836e-32,1.96646236466413e-30
"ENSG00000109654",534.730915951682,2.43542188665191,0.205771559198662,11.8355612220474,2.55627883567172e-32,3.96389481567209e-30
"ENSG00000167751",12721.0945563459,1.15893658695404,0.0980055843802092,11.8252096988472,2.89179682098676e-32,4.44800328763552e-30
"ENSG00000189060",5339.67658874516,1.33085042672038,0.112870578784326,11.7909418118904,4.346529525708e-32,6.63210861150629e-30
"ENSG00000144320",3812.29933339415,1.49373971665164,0.126742784158773,11.7855996817966,4.63112151455295e-32,7.01026830532289e-30
"ENSG00000183111",1070.90041453035,1.64106521563112,0.139942958229772,11.7266723269967,9.30451258577676e-32,1.39736195707496e-29
"ENSG00000156515",3383.17292407045,1.2407169785004,0.105857844391689,11.7205955366858,9.99667588889529e-32,1.48958280647578e-29
"ENSG00000170017",7700.82541676045,1.38284410873347,0.118179327145423,11.7012352509999,1.25611561090073e-31,1.85720101137284e-29
"ENSG00000124157",118.083622176184,4.51926920439681,0.387828685441656,11.6527461068288,2.2218165999065e-31,3.25974677000129e-29
